,name,street,zip,city,siren,status,description,working_hours,no_cars
1412,AUTOPUZZ STORE CAUDAN,938 RUE PIERRE LANDAIS,56850,Caudan,802267609,Actif depuis le 31/07/2022,"Créée en 2014 à Lorient, Autopuzz s’est imposé comme un acteur majeur de l’automobile. Avec plus de 10 ans d’expérience, bénéficiez de notre expertise en Bretagne Sud (Morbihan et Finistère).

Vous cherchez un véhicule fiable et robuste ? Faites confiance à notre expertise. Nous sélectionnons rigoureusement des véhicules d'occasion récents, peu kilométrés et bien équipés. Chaque véhicule est minutieusement contrôlé par nos experts pour vous garantir un achat en toute sérénité. L’ensemble de nos véhicules sont visibles dans notre agence.

La satisfaction client étant au cœur de nos préoccupations, c’est ainsi que nous assurons la reprise de votre véhicule et que nous vous accompagnons avec des solutions de financement adaptées. Nous avons la volonté de vous proposer des solutions personnalisées. Pour vous garantir un service complet, profitez de notre savoir-faire dans la réparation et l’entretien de vos véhicules.

Contactez nous par téléphone au 02 97 05 28 63, ou via le formulaire de contact sur notre site internet : https://store.autopuzz.com/concessions/autopuzz-store-caudan/

Nous vous accueillons en agence, du lundi au samedi, à l’adresse suivante : 938 Rue Pierre Landais - 56850 CAUDAN",Du Lundi au Samedi de 8H30 à 12H00 et de14H00 à 18H30.,Annonces (72)
1413,AUTO QUALITE 56 LORIENT,RUE ANITA CONTI,56600,Lanester,437944341,Actif depuis le 26/05/2023,"Auto Qualité 56 - Lorient, vendeur professionnel de véhicules d’occasion, vous accueille pour vous présenter ses voitures d'occasions.

 N'hésitez pas à demander plus d'informations par email ou téléphone si un véhicule vous intéresse !

 Ce professionnel automobile situé en Bretagne est à votre écoute si vous avez des questions. 

Profitez également d'autres services proposés par ce professionnel auto : Atelier / Entretien, Financement, Prêt de véhicules, Reprise, Véhicules neufs.","Du lundi au samedi
9h00-12h00 / 14h00-19h00",Annonces (791)
1414,AUTO QUEBEC BLV,350 rue des vergers,26500,Bourg-lès-Valence,849998547,Actif depuis le 21/10/2019,"ACHAT - VENTE - REPRISE 

Tous nos véhicules sont disponible sur notre parc.
Véhicules toutes marques.

Tous nos vehicules sont garantis 3 mois


N'hésitez pas à nous contacter.

A très vite !","Lundi au vendredi de 10h00 à 12h00 et de 13h00 à 17h30.
samedi 10h30 à 17h .",Annonces (12)
1415,AUTORAS,261 rue ambroise croizat,38220,Vizille,878839224,Actif depuis le 21/07/2021,AUTORAS à Vizille vous propose une gamme de véhicules utilitaires toutes marques révisés et garantis 6 mois avec possibilité d'extension sous conditions.,"Du Lundi au Vendredi
8h00 - 12h00 et 14h00 - 18h00",
1416,AUTO REAL,279 AVENUE DES ETATS UNIS,31200,TOULOUSE,314258047,Actif depuis le 23/03/2012,"Nous vous proposons des véhicules de toutes marques

Tous nos véhicules sont controlés, révisés et garantis. 

Pensez à nous contacter afin que notre équipe puisse vous accompagner dans votre nouvel achat.",nous contacter,Annonces (20)
1417,AUTOREAL 33,,,,518888672,Actif depuis le 28/02/2022,"Situé à Merignac, AUTOREAL JAGUAR LAND ROVER & AUTOREAL PREMIUM vous proposent une sélection de véhicules d'occasion toutes marques.
Nous représentons sur ce site les marques JAGUAR, LAND ROVER & MITSUBISHI pour nos véhicules neuf…",,Annonces (39)
1418,AUTO REAL 64,route de la gare,64990,LAHONCE,517846184,Actif depuis le 02/11/2010,"La société AUTOREAL 64 a été créée en 2009 et compte à ce 
jour plus de 1 000 véhicules vendus.
Nous sommes spécialisés dans la vente de véhicules société 
2 places ainsi que certains utilitaires.
Nous proposons régulièrement les véhicules suivants:
Véhicules société 2 places:
Renault clio 3 et 4, mégane 3 et 4, twingo 2
Peugeot 308, 207 et 208
Citroen C2, C3 et C4
Ford Fiesta
Véhicules utilitaires:
Renault Kangoo 1 et 2, Peugeot Partner, Citroen Berlingo, 
Fiat Doblo, Citroen Nemo
Tous les véhicules vendus ont moins de 120 000 km, moins 
de 6 ans et sont vendus avec le CT. Ils proviennent tous de 
France et ont été entretenu dans le réseau constructeur.
Nous proposons des garanties allant de 3 mois à 2 ans.
Les véhicules sont visibles et disponibles tous les jours 
uniquement sur RDV au 06 99 45 10 47","Sur Rendez-Vous par téléphone du Lundi au Samedi
Possibilité entre 12h et 14h",Annonces (9)
1419,AUTO REAL Atlantique,30 Impasse des Pottoks 64200 Bassussarry,64200,Bassussarry,917436313,Actif depuis le 13/09/2022,"AUTO REAL JAGUAR LAND ROVER ATLANTIQUE 
vous propose une sélection de véhicules d'occasion toutes 
marques.
Nous représentons sur ce site les marques JAGUAR, LAND ROVER pour nos véhicules neufs.

Fondé en 1976, le groupe AUTO REAL est un groupe automobile 
Toulousain présent sur huit sites implantés de Perpignan à 
Bordeaux.

Forte de son expérience dans les marques PREMIUM, l'équipe 
d'AUTO REAL ATLANTIQUE vous offre son accueil, son 
expertise et son service.

Nous sommes situés à Bassussarry, proche de BIARRITZ","Du lundi au vendredi de 8h30 à 12h/14h à 19h - samedi 18h
Atelier de 8h à 12h/14h à 18h vendredi 17h - fermé le samedi
Fermé le dimanche/jours fériés",Annonces (35)
1420,AUTO REAL CATALOGNE,525 CHEMIN DE LA FOSSELLA,66100,PERPIGNAN,345043111,Actif depuis le 31/07/2022,"Bienvenue chez AUTO REAL JAGUAR LAND ROVER CATALOGNE

Fondé en 1976, le groupe est concessionnaire automobile des marques Land Rover, Jaguar, Mazda, Mitsubishi, Suzuki et Porsche.

Fort de son expérience, Auto Réal met à votre disposition une équipe de professionnels dans les services commerciaux et après-ventes.

Retrouvez également une sélection de voitures d’occasion qui saura combler vos besoins et vos exigences tout en respectant votre budget.

Le Groupe Auto Réal implanté dans les régions Occitanie et Nouvelle Aquitaine saura vous offrir des prestations à la hauteur de vos attentes dans ses 11 concessions.

Nous sommes situés près de l'Aéroport de Perpignan.","Du lundi au vendredi de 8h30 à 12h/14h à 19h - samedi 18h
Atelier de 8h à 12h/14h à 18h vendredi 17h - fermé le samedi
Fermé le dimanche/jours fériés",Annonces (20)
1421,AUTO REAL LAND ROVER JAGUAR TOULOUSE – LABEGE,3029 AVENUE DE LA LAURAGAISE,31670,Labège,314258047,Actif depuis le 28/02/2022,"Bienvenue chez Jaguar Land Rover Auto Réal Group Toulouse

Fondé en 1976, le groupe est concessionnaire automobile des marques Land Rover, Jaguar, Mazda, Mitsubishi, Suzuki et Porsche.

Fort de son expérience, Auto Réal met à votre disposition une équipe de professionnels dans les services commerciaux et après-ventes.

Retrouvez également une sélection de voitures d’occasion qui saura combler vos besoins et vos exigences tout en respectant votre budget.

Le Groupe Auto Réal implanté dans les régions Occitanie et Nouvelle Aquitaine saura vous offrir des prestations à la hauteur de vos attentes dans ses 11 concessions.

Venez visiter nos 2 sites à Toulouse :
- Toulouse Labège, route de Baziège la Lauragaise
- Toulouse Nord, avenue des Etats Unis","Du lundi au vendredi de 8h30 à 12h/14h à 19h - samedi 18h
Atelier de 8h à 12h/14h à 18h vendredi 17h - fermé le samedi
Fermé le dimanche/jours fériés",Annonces (40)
1422,Auto real mazda,"2979, avenue de la lauragaise",31670,Labège,423317304,Actif depuis le 22/05/2023,"Fort de son expérience, Auto Réal met à votre disposition une équipe de professionnels dans les services commerciaux et après-ventes.

Retrouvez également une sélection de voitures d’occasion qui saura combler vos besoins et vos exigences tout en respectant votre budget.

Le Groupe Auto Réal implanté dans les régions Midi-Pyrénées, Languedoc Roussillon et Aquitaine saura vous offrir des prestations à la hauteur de vos attentes dans ses 12 concessions.

Contact : 05 62 24 67 67","Service Commercial Du Lundi au Vendredi de 8h30 à 12h00 / 14h00 à 19h00, Samedi de 9h à 12h00 / 14h00 à 18H00",Annonces (20)
1423,AUTOREAL PREMIUM 31,279 avenue des Etats-Unis,31200,Toulouse,423317304,Actif depuis le 28/02/2022,"Présentation de AUTO REAL PREMIUM 31, Land Rover Toulouse:

Nous sommes situés à Toulouse Nord, proche de l'aéroport de Blagnac au 279 Avenue des Etats-Unis 31200 TOULOUSE.

Fondé en 1976, le groupe AUTO REAL est un groupe automob…",,Annonces (20)
1424,Auto-Red22,47 B AVENUE DES CHATELETS,22950,Trégueux,891512279,Actif depuis le 07/12/2020,"Auto-Red22
Auto-Red22",,Annonces (28)
1425,AUTO REFERENCE,202 RUE DES GRAISSIERES,62136,LESTREM,819286188,Actif depuis le 09/04/2016,"OUVERT :

- DU LUNDI AU VENDREDI DE 9h00 à 12h00 et de 13h30 à 19h00 
- LE SAMEDI DE 10h00 à 12h00 et de 13h00 à 18h00
- LE DIMANCHE APRES-MIDI SUR RENDEZ-VOUS

- Livraison à domicile possible sur devis.

- Vente de véhicules d'o…","OUVERT :

Du lundi au vendredi de 9h à 12h et 13h à 19h

Le samedi de 10h à 12h et 13h à 19h",Annonces (68)
1426,AUTOREFLEX,251 RUE LAVOISIER,83210,La Farlède,949383731,Actif depuis le 25/05/2024,"AUTOREFLEX, votre partenaire professionnel qui vous accompagne dans votre projet d'acquisition du véhicule d'occasion dont vous avez besoin.

Recherche Personnalisé

ACHAT-VENTE-REPRISE

Venez découvrir nos véhicules qui sont contrôlé, révisée et vendue avec une garantie pour votre tranquillité.


Retrouvez nous au 251 Rue Lavoisier 83210 La Farlède.

Les visites se dont uniquement sur rendez-vous du Lundi au Samedi de 8h à 19h.",Du Lundi au Samedi de 8h à 19h uniquement sur rendez-vous,Annonces (15)
1427,AUTO REF NIMES SARL,D6086 QUARTIER LA GRANELLE,30320,Marguerittes,409122736,Actif depuis le 30/11/2011,"Pour votre mobilité, AUTO REF s'adapte au confinement.
Notre service commercial reste joignable par téléphone ou par mail et nous assurons la livraison de votre véhicule sur rendez-vous dans le respect des protocoles de sécurité sanitaire.

Auto Ref à Marguerittes, près de Nîmes dans la Gard, sortie 
Nîmes-Est de l’autoroute A9.
Un choix de véhicules d'occasion toutes marques.
Tous nos véhicules sont contrôlés, révisés et garantis.
Extension de garantie et financement possible.
Reprise possible de votre ancien véhicule.
Notre équipe à le plaisir de vous accueillir du Lundi au 
Vendredi de 9 h à 12 h et de 14 h à 19 h ET le Samedi de 9 h
 30 à 18 h.","lundi au vendredi 9 h - 12 h et 14 h 19 h
Samedi 9 h 30 12h et 14h30- 18 h",Annonces (27)
1428,Auto Reprise,14 rue de chanzy,71200,Le Creusot,843461419,Actif depuis le 17/05/2020,Votre concessionnaire automobile : une entreprise familiale au service du client .,,Annonces (4)
1429,AUTO RG,SUARTONE,20169,BONIFACIO,910965029,Actif depuis le 10/01/2024,"AUTO RG
AUTO RG",,Annonces (10)
1430,AUTO RM,31 RUE DES CHÊNES,88100,Sainte-Marguerite,384348017,Actif depuis le 31/07/2022,"Fort de 25 années d'expériences dans l'automobile, M. 
MAMMERI KAMEL et son équipe vous accueille toute la semaine 
de 8h00 à 12h00 et de 14h00 à 18h30. Nous sommes implanté à 
Sainte-Marguerite (en face du CORA).



Nous vous proposons un large choix de véhicules d'occasions 
révisés avec une garantie minimum de 3 mois.


Nous sommes habilité à effectuer les cartes grises. Nous 
pouvons effectuer votre carte grise sur place directement 
après l’achat d’un véhicule.","Lundi 14h00-18h00
Mardi à Vendredi 8h00 - 18h00
Samedi 9h00 - 17h00",Annonces (19)
1431,AUTOS 08,"32 Rue de Monthermé,",8000,Charleville-Mézières,828604819,Actif depuis le 01/09/2017,"Bienvenue sur la Page professionnelle Leboncoin de la société AUTOS 08, 


Nous sommes spécialisés dans l'achat la vente et la reprises de véhicules d'occasions toutes marques, 

N'hésitez pas à nous contacter pour plus de renseignements sur votre prochain véhicule !",Du lundi au samedi de 09h00 à 12h00 et de 14h00 à 19h00,Annonces (8)
1432,AUTOS 19,avenue de suède,38000,grenoble,981836299,Actif depuis le 04/04/2024,"CARTE GRISE EXPRESS AU GARAGE
POSSIBILITÉ DE VOUS RÉCUPÉRER A LA GARE DE GRENOBLE","LUNDI AU VENDREDI:
09H00-12H00 14H00-19H00
SAMEDI:
09H00 12H00 14H00-17H00",Annonces (17)
1433,AUTOS 42,1 RUE DES MARTYRS DE LA RESISTANCE,42800,RIVE DE GIER,403509102,Actif depuis le 20/01/2011,"Autos 42 c’est plus de 25 ans d’expérience et notre passion 
del’automobile que nous mettons à votre disposition.

Véhicules d'occasion multimarques

Nous vous proposons une large sélection de
véhicules d'occasion toutes marques révisés et garantis.

Nos services :

Achat, vente et reprise de véhicules d'occasion,
Dépôt vente,
Recherche personnalisée,
Possibilité de financement,
Garantie de 3 à 24 mois
Démarches administratives","DU LUNDI AU VENDREDI DE 9H A 12H ET DE 14H A 
19H LE SAMEDI DE 9H A 12H ET DE 14H A 18H",Annonces (27)
1434,AUTOS 85,10 ROUTE DES PAUTES AUX EYMINS,38430,Moirans,400018578,Actif depuis le 06/05/2022,"Bienvenus chez Autos 85.

Nous vous proposons une large gamme de véhicules d'occasion.
(Véhicules neufs sur commande)

Également différents services :

- Pare-brise,
- Carrosserie,
- Dégâts de grêles,
- Carte grise,
- Rachat de votre ancien véhicule,
- etc.",Du lundi au vendredi de 08h00 à 12h00 et de 14h00 à 18h00 et le samedi de 09h00 à 12h00 et de 14h00 à 18h00,Annonces (30)
1435,AUTOS 89 SARL,2 ROUTE DE SAMPAU,33450,MONTUSSAN,448633388,Actif depuis le 17/05/2011,"Professionnel dans la vente de véhicules et d'utilitaires 
d'occasion depuis plus de 20 ans.
Plus de 250 véhicules de toutes marques sont en exposition 
sur notre parc en permanence.
Tous nos véhicules sont systématiquement REVISES ET GARANTIE
 3 MOIS dans nos ateliers.
Doté d'une équipe de spécialistes pour assurer le Service 
après-vente.
Situé au bord de la N89 -- Sortie 3 -- MONTUSSAN.",9h/12h 13h/18h00 Du lundi au VENDREDI,Annonces (37)
1436,AUTOSADE 13,2970 quartier la culasse,13170,LES PENNES-MIRABEAU,982198426,Actif depuis le 07/06/2024,"AUTOSADE 13
0684827959
Bienvenue chez AUTOSADE13, votre expert en achat et vente de véhicules neufs et d'occasion. 
Située au cœur de la région, notre entreprise met tout en œuvre pour vous offrir une expérience d'achat exceptionnelle, en vous proposant un large choix de véhicules adaptés à vos besoins, à votre budget, et en vous garantissant des services de qualité, complets. et personnalisés. 

Nos services Chez AUTOSADE13 
nous vous proposons une large gamme de véhicules neufs et d'occasion de toutes marques. Nos voitures d'occasion sont rigoureusement sélectionnées et contrôlées pour vous assurer une qualité et une sécurité irréprochables. Nous vous accompagnons également dans le choix du véhicule neuf qui correspondra parfaitement à vos attentes. En plus de notre expertise automobile, nous vous offrons des services sur mesure pour faciliter l'achat et la gestion de votre véhicule Nettoyage de véhicules Avant la livraison de chaque véhicule, nous définissons un nettoyage complet (intérieur et extérieur), afin de vous offrir une voiture impeccable, prête à l'emploi.","Lundi 09:00–18:00
Mardi 09:00–18:00
Mercredi 09:00–18:00
Jeudi 09:00–18:00
vendredi 09:00–18:00
Samedi 09:00–18:00",Annonces (11)
1437,AUTO SAMS,7 boulevard de l'europe,91320,Wissous,905383550,Actif depuis le 30/12/2021,"Bienvenue sur la page pro de la société AUTO SAMS.

Nous sommes spécialisés dans l'achat, la vente et la reprise de véhicules toutes marques neuf et d'occasions, il est également possible de nous confié votre véhicule en dépôt vente. 

Possibilité de passer commande sur tout type de vehicule et de ce faire livré dans toute la France.

N'hésitez pas à nous contacter pour plus de renseignements.","lundi au vendredi de 10h à 19h00 
Samedi de 10h à 17H30",Annonces (12)
1438,AUTO SANS PERMIS 76,ZA LE CALVAR,76190,Auzebosc,929385128,Actif depuis le 10/07/2024,"VOUS SOUHAITEZ UNE VOITURE SANS PERMIS D'OCCASION PRÈS DE CHEZ VOUS ?
Notre équipe spécialisée dans les voitures sans permis est là pour vous conseiller dans le choix de votre véhicule d’occasion à proximité. N’hésitez pas à nous contacter pour essayer gratuitement l’un de nos modèles sans permis d’occasion. Chez AUTO SANS PERMIS 76, nous sommes présents à chaque étape de votre acquisition.",Du lundi au samedi de 9h à 12h et de 14h à 18h,Annonces (15)
1439,Auto sans permis 77,20 allée des platanes zi des platanes,77100,Meaux,503804270,Actif depuis le 05/11/2010,"AUTO SANS PERMIS est distributeur toutes marques dans le 77
Concession faisant partie du GROUPE EAG.

Depuis plus de 30 ans en seine et marne nous vous accueillons maintenant sur MEAUX.
 
Nos conseillers sont à votre disposition pour vous offrir un ensemble de services personnalisés et pour vous accompagner dans le choix de votre voiture sans permis, 
neuve ou d'occasion: 
Essai d'un véhicule, reprise de votre ancienne voiture, étude de financement, recherche d'assurance, etc...

Découvrez l'ensemble de nos gammes sur notre site internet et au sein de nos 
concessions. 
Nous disposons d'un large parc de voitures d'occasions révisés et garantis.

Un seul numéro... le 01 64 63 87 21

et rejoignez nous sur notre page FACEBOOK :
Auto Sans Permis ASP 77 MEAUX
https://www.facebook.com/aspmeaux77/","Du mardi au vendredi de 8h à 12h et de 14h 
à 18h
Le samedi de 8h à 12h et de 14h à 17h 
(l'après midi uniquement le service 
commercial)",Annonces (7)
1440,AUTOS BREME D OR,3 rue Nationale,57350,SPICHEREN,527614507,Actif depuis le 29/01/2021,"Bienvenue sur le site AUTOS BREME D'OR EURL
où vous pourrez découvrir une large gamme de véhicules 
d’occasion.
Notre société est spécialisée dans l'achat et la vente de 
véhicules d'occasion. 
Nous sommes agréés SIV. Nous faisons votre carte grise sur 
place en moins de 10 minutes. Vous ne vous déplacez plus en 
préfecture, vous sortez de chez nous avec votre carte grise 
et vos plaques d'immatriculation posées.
Nos engagements sont les suivants : 
- Reprise de votre véhicule aux meilleures conditions 
- Tous nos véhicules sont révisés et le contrôle technique 
effectué avant la vente
- Extension de garantie jusqu'a 6 ANS
- Possibilité de financements de 24 à 72 mois 
- Si nous ne possédons pas en stock le véhicule de 
vos attentes, nous effectuons pour vous, une recherche 
personnalisée","LUNDI AU VENDREDI DE 9H A 12H ET DE 14H A 
19H. 
SAMEDI DE 9H A 12H ET DE 14H A 18H !",Annonces (103)
1441,AUTOS CARS 95,104/106 boulevard Maurice bertaux,95110,Sannois,980471064,Actif depuis le 30/07/2020,"Au plaisir de vous accueillir
GARAGE AUTOS CARS 95 Situé à SANNOIS vous propose une sélection
 de véhicules d'occasion de Touts marque .Compact ou berline, monospace ou break, essence ou diesel ou hybride ?

Nous vendons toutes sortes de modèles et de marques et vous
pourrez faire votre choix dans notre parc renouvelé par des
arrivages hebdomadaires.

Préparés avec le plus grand soin par nos équipes. 
Venez faire la connaissance de notre équipe de 
professionnels qui sauront vous écouter et vous conseiller 
dans la recherche de votre futur véhicule. 

Horaires: LUNDI AU SAMEDI 
 DE 10H00 A 19H30

NUMERO DE CONTACTE: 01.30.76.67.54 / 06 49 10 30 88 

A TRES VITE","OUVERT DU LUNDI AU SAMEDI 
DE 10H00 A 19H30",Annonces (51)
1442,AUTOS CLEAN,6 AVENUE DE VALVINS,77210,AVON,810423517,Actif depuis le 31/12/2022,"Vente de véhicules d’occasion.

La Société Autos Clean vous propose une sélection de véhicules d’occasion toutes marques révisés et garanties 12 mois depuis plus de 25 ans.

Tous nos véhicules sont visibles sur notre parc.

Un essai de véhicule vous est proposé afin de faciliter votre prise de décision.

Nos engagements véhicules d’occasion :

-Nous nous engageons à vous fournir un véhicule propre
-Prêt à être livré
-Son double de clef
-Entretien à jour.

Véhicules d’occasion :
 Toutes nos occasions sont contrôlées sur un minimum de 100 points de contrôle.
 Si un taux d’usure important des pièces est constaté, elles sont remplacées.
 C’est de cette façon qu’une occasion AUTOS CLEAN sera validée comme prête.

Le rachat comptant :
 Votre voiture vendue et payée en 24 H
 Sans obligation d’en acheter une nouvelle
 Estimation par téléphone : 01 60 71 19 23

Habilités par la Préfecture de Seine et Marne, nous vous proposons d’établir sur place la carte grise.
Nous vous proposons également la fourniture et pose de plaques d’immatriculation.","AUTOS CLEAN vous acceuille 
du mardi au samedi de 10H00 à 12H00 et de 
14h00 à 19H00.",Annonces (87)
1443,AUTOS CONNEXION,1011 ROUTE D ENTRAIGUES,84700,Sorgues,878672229,Actif depuis le 29/11/2019,"AUTOS CONNEXION 
vous accueille et vous conseille pour votre achat, et vous propose une sélection
 de véhicules multimarques a petit prix .
TEL:0413950098
TEL 0762744990
ADRESSE :
AUTOS CONNEXION
1011 ROUTE D ENTRAIGUES 
84700 SORGUES 
Nous vous permettons également des extensions de garanties . 
A BIENTOT DANS NOTRE GARAGE .",DE 9H-12H 14H-18H DU LUNDI AU JEUDI ET VENDREDI DE 9H-18H ET LE SAMEDI SUR RENDEZ-VOUS .,Annonces (36)
1444,AUTOS D COTES,27 rue de la meselle,54200,Lagney,839896347,Actif depuis le 31/03/2022,"Situé à LAGNEY, un petit village au coeur des vignobles Toulois, AUTOS D COTES vous propose une sélection de 
véhicules d'occasion de marque FIAT, KIA, OPEL, 
SEAT,Renault, peugeot, Audi... tous révisé et garantie pendant 6 mois.

Dans ce contexte lié au covid 19, nous vous proposons la possibilité d'acheter et de vous faire livrer la voiture de votre choix directement à domicile et toute la France.
Si vous préférez vous déplacer, nous pouvons vous accueillir sur rendez vous.","Pour vous accueillir dans les meilleurs 
dispositions, nous vous recevons uniquement 
sur rendez vous, même en fin de journée ou le
week-end.",Annonces (16)
1445,AUTOS DES VOLCANS,8 avenue des frères lumières,63430,Pont-du-Château,953975414,Actif depuis le 29/09/2023,"Autos des Volcans s'appuie sur plus de 18 ans d'experience en achat-vente de véhicules neufs et d'occasion, toutes marques, pour vous présenter les meilleurs offres.
Nous proposons également un service pour réaliser vos cartes grises.","Lundi a vendredi 9h/12h  et 14h/19h
Samedi 9h30/12h30 sur rendez-vous.",Annonces (8)
1446,AUTOS DRIVE,47 ROUTE D'HARCOURT,14260,Aunay-Sur-Odon,827600339,Actif depuis le 05/03/2015,"Achat, vente et reprise de véhicules d'occasions 
multimarques.
Tous nos véhicules sont garantis et révisés.
Nous vous proposons de bon rapport qualité prix toute 
l'année avec du choix.

veillez prendre rendez-vous ou nous téléphoner au 0952035044 pour plus d'informations","du lundi au vendredi :
9h-18h
samedi:
9h-17h",Annonces (22)
1447,AUTOS DU TRIOMPHE,243 IMPASSE DU TEURA,38190,BERNIN,539632240,Actif depuis le 03/03/2012,"VENDEZ OU ACHETER VOTRE VOITURE PAR UN PROFESSIONNEL DE L'AUTOMOBILE

Au prix d’une vente entre particuliers l’assurance de vendre votre voiture au meilleur prix. La garantie d’acheter votre nouvelle voiture au juste prix !

 Vendez votre véhicule au meilleur prix
 Nous garantissons jusqu’à 3 ans
 Nous encadrons et gérons la transaction
 Nous effectuons les démarches administratifs","Du lundi au vendredi 8h30 - 17h30
Le samedi 9h00 - 15h30",Annonces (19)
1448,AUTO SEDUCTION,747 RUE DES LONGUES RAIES,60610,Lacroix-Saint-Ouen,501200398,Actif depuis le 29/11/2011,Vente / Rachat de véhicule neuf & d'occasion.,Sur rendez vous,Annonces (1)
1449,AUTOSELECT,117 traverve de la montre Grand V coté GO Sport,13011,Marseille,833971104,Actif depuis le 31/03/2018,"Nos activités :


Vivez l'expérience d'Autoselect !!!
Voitures 0 km et occasions, utilitaires, pick-up, véhicules 
électriques, hybrides, bornes électriques ,

IMMATRICULATION
Votre carte grise est effectuée sur place !!!! genial non !!

FINANCEMENT
Une solution souple et adaptée pour réaliser un achat 
automobile.

REPRISE
Reprise simple et rapide !
Financement 
Extension de Garantie jusqu'à 48 mois.","""DU LUNDI AU VENDREDI DE 9H00 A 18H00 ""

SAMEDI DE 9H00 A 16H00
!! UNIQUEMENT SUR RENDEZ-VOUS !!!",Annonces (25)
1450,AUTO SELECT 33,34 AVENUE DE L'ARGONNE,33700,Mérignac,804790301,Actif depuis le 01/10/2014,"AUTO SELECT 33vous propose une sélection de véhicules 
d'occasion révisés et garantis, de toutes marques sur parc 
ou sur commande.

Les Services :
- Extension de garantie
- Recherche personnalisée
- Reprise de votre véhicule
- Achat de votre véhicule

contacter nous pour tout renseignements.",,Annonces (12)
1451,AUTOSELECT86,2 Rue Du Sous Lieutenant Raymond Collart,86580,Biard,835321167,Actif depuis le 29/01/2013,Vente / Mécanique / Carrosserie / Nettoyage,"Lundi au Vendredi : 8h30 - 12h00 / 14h00 - 
18h30
Samedi Service Commercial : 9h30 - 12h00 / 
14h00 - 17h00",Annonces (28)
1452,Autoselection,8 Boulevard de Pinteville,54200,Toul,813351087,Actif depuis le 28/11/2019,"Vous recherchez une voiture d'occasion ?
 Faites confiance à notre équipe de professionnel afin de trouver votre véhicule.

Tous nos véhicules sont garantis et révisés 12 mois avec possibilité d'extension sous conditions.

- Service immatriculation
- Service carte grise
- Financement possible","Du Lundi au Vendredi
9h00 - 12h00 et  14h00 - 18h30
Samedi
9h00 - 12h00 et sur RDV l'après-midi",Annonces (15)
1453,AUTO SELECTION,21 RUE DE ZURICH,76600,LE HAVRE,982590077,Actif depuis le 09/01/2024,Ventes véhicules occasions toutes marques,,Annonces (45)
1454,Autosélection71,81 RUE DE LA REPUBLIQUE,71000,Mâcon,887958536,Actif depuis le 02/10/2019,,,Annonces (43)
1455,AUTO SELECTION DE L'EUROPE,125 AVENUE ROLAND CARRAZ,21300,Chenôve,510625908,Actif depuis le 19/04/2024,"POURQUOI VENIR CHEZ AUTO SELECTION DE L'EUROPE ?

Auto Selection de l'Europe vous propose une offre complète de véhicules neufs, occasions et utilitaires de toutes marques à des prix remisés en négociant, pour vous, le meilleur tarif en Europe.

LES PLUS...

La recherche personnalisée, LE CHOIX A LA CARTE, la garantie et l'expertise de plusieurs années d'expériences !

Nous recherchons ensemble le véhicule qui vous correspondra le mieux grâce au choix à la carte (design, finitions, options...). 

 AGREMENT PRIME à LA CONVERSION

OLIVIER ARBEZ, professionnel de l'automobile depuis 22 ans est à votre écoute pour toutes vos demandes.


A vous de concevoir le véhicule dont vous rêvez !","Du Lundi au Vendredi, de 09H00 à 12h30 et de 14H00 à 18h30 et le samedi de 9h00 à 17h00",Annonces (20)
1456,AUTO SELECTION DEMEYERE,13 avenue de l'Adour,64600,ANGLET,323686022,Actif depuis le 28/02/2022,"Le garage AUTO SELECTION 64 DEMEYERE, situé à Anglet, près 
de Bayonne dans le 64, est spécialisé dans la vente, l’achat
 et la réparation de véhicules neufs et d’occasion depuis 
plus de 50 ans. Venez découvrir un large choix de 
véhicules d’occasion de toutes marques. 
Chez AUTO SELECTION 64, nous pouvons vous procurer sur 
place ou sur commande n’importe quel véhicule neuf ou 
d’occasion. GENERALISTE: Renault Peugeot Citroen Toyota 
Ford Opel Volkswagen Skoda Seat Kia Hyundai Nissan Jeep 
Dacia Fiat Honda & PREMIUM: Bmw Audi Mercedes Volvo Mini 
Land Rover. Des arrivages réguliers de véhicules d’occasion 
sélectionnés
avec rigueur et contrôlés par nos équipes techniques dont 
l’expérience n’est plus à prouver sur le Pays Basque. 
Par ailleurs, nous mettons à votre disposition 
tout notre savoir-faire technique en matière de réparation, 
entretien et révision de véhicules de toutes marques.","Lundi au Vendredi : 8H00-12H00 / 14H00-19H00
Samedi: 9H30-12H00 / 14H00-18H00

TEL: 05 59 52 27 28 / 06 62 68 33 39
contact@autoselection64.com",Annonces (50)
1457,AUTO SELECTION GARAGE MANDIN,135 BOULEVARD DE NANTES,79300,Bressuire,437524317,Actif depuis le 30/10/2010,"Un choix important de véhicules d’occasion révisés et 
garantis !

- Vente véhicules neufs et occasions toutes marques
- Reprise de votre ancien véhicule
- Atelier mécanique
- Entretien – réparation 
- Géométrie
- Tôlerie – peinture
- Garantie des véhicules vendus
- Service après-vente
- Dépôt vente gratuit
- Service carte grise immédiat


N’hésitez pas à nous contacter au 05.49.72.01.76","DU  LUNDI AU VENDREDI : 
de 8 H 00 à 12 H 30 
de 13 H 30 à 19 H 30

SAMEDI :
de 8 H 00 à 14 H 00",Annonces (5)
